Order ID	Customer	Employee	Order Date	Required Date	Shipped Date	Ship Via	Freight	Ship Name	Ship Address	Ship City	Ship Region	Ship Postal Code	Ship Country
10388	Seven Seas Imports	Fuller, Andrew	19-Dec-1996	16-Jan-1997	20-Dec-1996	Speedy Express	$34.86	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	UK
10389	Bottom-Dollar Markets	Peacock, Margaret	20-Dec-1996	17-Jan-1997	24-Dec-1996	United Package	$47.42	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10390	Ernst Handel	Suyama, Michael	23-Dec-1996	20-Jan-1997	26-Dec-1996	Speedy Express	$126.38	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10391	Drachenblut Delikatessen	Leverling, Janet	23-Dec-1996	20-Jan-1997	31-Dec-1996	Federal Shipping	$5.45	Drachenblut Delikatessen	Walserweg 21	Aachen		52066	Germany
10392	Piccolo und mehr	Fuller, Andrew	24-Dec-1996	21-Jan-1997	01-Jan-1997	Federal Shipping	$122.46	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10393	Save-a-lot Markets	Davolio, Nancy	25-Dec-1996	22-Jan-1997	03-Jan-1997	Federal Shipping	$126.56	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10394	Hungry Coyote Import Store	Davolio, Nancy	25-Dec-1996	22-Jan-1997	03-Jan-1997	Federal Shipping	$30.34	Hungry Coyote Import Store	City Center Plaza
516 Main St.	Elgin	OR	97827	USA
10395	HILARIÓN-Abastos	Suyama, Michael	26-Dec-1996	23-Jan-1997	03-Jan-1997	Speedy Express	$184.41	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10396	Frankenversand	Davolio, Nancy	27-Dec-1996	10-Jan-1997	06-Jan-1997	Federal Shipping	$135.35	Frankenversand	Berliner Platz 43	München		80805	Germany
10397	Princesa Isabel Vinhos	Buchanan, Steven	27-Dec-1996	24-Jan-1997	02-Jan-1997	Speedy Express	$60.26	Princesa Isabel Vinhos	Estrada da saúde n. 58	Lisboa		1756	Portugal
10398	Save-a-lot Markets	Fuller, Andrew	30-Dec-1996	27-Jan-1997	09-Jan-1997	Federal Shipping	$89.16	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10399	Vaffeljernet	Callahan, Laura	31-Dec-1996	14-Jan-1997	08-Jan-1997	Federal Shipping	$27.36	Vaffeljernet	Smagsløget 45	Århus		8200	Denmark
10400	Eastern Connection	Davolio, Nancy	01-Jan-1997	29-Jan-1997	16-Jan-1997	Federal Shipping	$83.93	Eastern Connection	35 King George	London		WX3 6FW	UK
10401	Rattlesnake Canyon Grocery	Davolio, Nancy	01-Jan-1997	29-Jan-1997	10-Jan-1997	Speedy Express	$12.51	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	USA
10402	Ernst Handel	Callahan, Laura	02-Jan-1997	13-Feb-1997	10-Jan-1997	United Package	$67.88	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10403	Ernst Handel	Peacock, Margaret	03-Jan-1997	31-Jan-1997	09-Jan-1997	Federal Shipping	$73.79	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10404	Magazzini Alimentari Riuniti	Fuller, Andrew	03-Jan-1997	31-Jan-1997	08-Jan-1997	Speedy Express	$155.97	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10405	LINO-Delicateses	Davolio, Nancy	06-Jan-1997	03-Feb-1997	22-Jan-1997	Speedy Express	$34.82	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10406	Queen Cozinha	King, Robert	07-Jan-1997	18-Feb-1997	13-Jan-1997	Speedy Express	$108.04	Queen Cozinha	Alameda dos Canàrios, 891	São Paulo	SP	05487-020	Brazil
10407	Ottilies Käseladen	Fuller, Andrew	07-Jan-1997	04-Feb-1997	30-Jan-1997	United Package	$91.48	Ottilies Käseladen	Mehrheimerstr. 369	Köln		50739	Germany
10408	Folies gourmandes	Callahan, Laura	08-Jan-1997	05-Feb-1997	14-Jan-1997	Speedy Express	$11.26	Folies gourmandes	184, chaussée de Tournai	Lille		59000	France
10409	Océano Atlántico Ltda.	Leverling, Janet	09-Jan-1997	06-Feb-1997	14-Jan-1997	Speedy Express	$29.83	Océano Atlántico Ltda.	Ing. Gustavo Moncada 8585, Piso 20-A	Buenos Aires		1010	Argentina
10410	Bottom-Dollar Markets	Leverling, Janet	10-Jan-1997	07-Feb-1997	15-Jan-1997	Federal Shipping	$2.40	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10411	Bottom-Dollar Markets	Dodsworth, Anne	10-Jan-1997	07-Feb-1997	21-Jan-1997	Federal Shipping	$23.65	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10412	Wartian Herkku	Callahan, Laura	13-Jan-1997	10-Feb-1997	15-Jan-1997	United Package	$3.77	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10413	La maison d'Asie	Leverling, Janet	14-Jan-1997	11-Feb-1997	16-Jan-1997	United Package	$95.66	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10414	Familia Arquibaldo	Fuller, Andrew	14-Jan-1997	11-Feb-1997	17-Jan-1997	Federal Shipping	$21.48	Familia Arquibaldo	Rua Orós, 92	São Paulo	SP	05442-030	Brazil
10415	Hungry Coyote Import Store	Leverling, Janet	15-Jan-1997	12-Feb-1997	24-Jan-1997	Speedy Express	$0.20	Hungry Coyote Import Store	City Center Plaza, 516 Main St.	Elgin	OR	97827	USA
10416	Wartian Herkku	Callahan, Laura	16-Jan-1997	13-Feb-1997	27-Jan-1997	Federal Shipping	$22.72	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10417	Simons bistro	Peacock, Margaret	16-Jan-1997	13-Feb-1997	28-Jan-1997	Federal Shipping	$70.29	Simons bistro	Vinbæltet 34	København		1734	Denmark
10418	QUICK-Stop	Peacock, Margaret	17-Jan-1997	14-Feb-1997	24-Jan-1997	Speedy Express	$17.55	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10419	Richter Supermarkt	Peacock, Margaret	20-Jan-1997	17-Feb-1997	30-Jan-1997	United Package	$137.35	Richter Supermarkt	Starenweg 5	Genève		1204	Switzerland
10420	Wellington Importadora	Leverling, Janet	21-Jan-1997	18-Feb-1997	27-Jan-1997	Speedy Express	$44.12	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
10421	Que Delícia	Callahan, Laura	21-Jan-1997	04-Mar-1997	27-Jan-1997	Speedy Express	$99.23	Que Delícia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10422	Franchi S.p.A.	Fuller, Andrew	22-Jan-1997	19-Feb-1997	31-Jan-1997	Speedy Express	$3.02	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10423	Gourmet Lanchonetes	Suyama, Michael	23-Jan-1997	06-Feb-1997	24-Feb-1997	Federal Shipping	$24.50	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10424	Mère Paillarde	King, Robert	23-Jan-1997	20-Feb-1997	27-Jan-1997	United Package	$370.61	Mère Paillarde	43 rue St. Laurent	Montréal	Québec	H1J 1C3	Canada
10425	La maison d'Asie	Suyama, Michael	24-Jan-1997	21-Feb-1997	14-Feb-1997	United Package	$7.93	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10426	Galería del gastrónomo	Peacock, Margaret	27-Jan-1997	24-Feb-1997	06-Feb-1997	Speedy Express	$18.69	Galería del gastronómo	Rambla de Cataluña, 23	Barcelona		8022	Spain
10427	Piccolo und mehr	Peacock, Margaret	27-Jan-1997	24-Feb-1997	03-Mar-1997	United Package	$31.29	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10428	Reggiani Caseifici	King, Robert	28-Jan-1997	25-Feb-1997	04-Feb-1997	Speedy Express	$11.09	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10429	Hungry Owl All-Night Grocers	Leverling, Janet	29-Jan-1997	12-Mar-1997	07-Feb-1997	United Package	$56.63	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10430	Ernst Handel	Peacock, Margaret	30-Jan-1997	13-Feb-1997	03-Feb-1997	Speedy Express	$458.78	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10431	Bottom-Dollar Markets	Peacock, Margaret	30-Jan-1997	13-Feb-1997	07-Feb-1997	United Package	$44.17	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10432	Split Rail Beer & Ale	Leverling, Janet	31-Jan-1997	14-Feb-1997	07-Feb-1997	United Package	$4.34	Split Rail Beer & Ale	P.O. Box 555	Lander	WY	82520	USA
10433	Princesa Isabel Vinhos	Leverling, Janet	03-Feb-1997	03-Mar-1997	04-Mar-1997	Federal Shipping	$73.83	Princesa Isabel Vinhos	Estrada da saúde n. 58	Lisboa		1756	Portugal
10434	Folk och fä HB	Leverling, Janet	03-Feb-1997	03-Mar-1997	13-Feb-1997	United Package	$17.92	Folk och fä HB	Åkergatan 24	Bräcke		S-844 67	Sweden
10435	Consolidated Holdings	Callahan, Laura	04-Feb-1997	18-Mar-1997	07-Feb-1997	United Package	$9.21	Consolidated Holdings	Berkeley Gardens, 12  Brewery	London		WX1 6LT	UK
10436	Blondel père et fils	Leverling, Janet	05-Feb-1997	05-Mar-1997	11-Feb-1997	United Package	$156.66	Blondel père et fils	24, place Kléber	Strasbourg		67000	France
10437	Wartian Herkku	Callahan, Laura	05-Feb-1997	05-Mar-1997	12-Feb-1997	Speedy Express	$19.97	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10438	Toms Spezialitäten	Leverling, Janet	06-Feb-1997	06-Mar-1997	14-Feb-1997	United Package	$8.24	Toms Spezialitäten	Luisenstr. 48	Münster		44087	Germany
10439	Mère Paillarde	Suyama, Michael	07-Feb-1997	07-Mar-1997	10-Feb-1997	Federal Shipping	$4.07	Mère Paillarde	43 rue St. Laurent	Montréal	Québec	H1J 1C3	Canada
10440	Save-a-lot Markets	Peacock, Margaret	10-Feb-1997	10-Mar-1997	28-Feb-1997	United Package	$86.53	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10441	Old World Delicatessen	Leverling, Janet	10-Feb-1997	24-Mar-1997	14-Mar-1997	United Package	$73.02	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	USA
10442	Ernst Handel	Leverling, Janet	11-Feb-1997	11-Mar-1997	18-Feb-1997	United Package	$47.94	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10443	Reggiani Caseifici	Callahan, Laura	12-Feb-1997	12-Mar-1997	14-Feb-1997	Speedy Express	$13.95	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10444	Berglunds snabbköp	Leverling, Janet	12-Feb-1997	12-Mar-1997	21-Feb-1997	Federal Shipping	$3.50	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10445	Berglunds snabbköp	Leverling, Janet	13-Feb-1997	13-Mar-1997	20-Feb-1997	Speedy Express	$9.30	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10446	Toms Spezialitäten	Suyama, Michael	14-Feb-1997	14-Mar-1997	19-Feb-1997	Speedy Express	$14.68	Toms Spezialitäten	Luisenstr. 48	Münster		44087	Germany
10447	Ricardo Adocicados	Peacock, Margaret	14-Feb-1997	14-Mar-1997	07-Mar-1997	United Package	$68.66	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10448	Rancho grande	Peacock, Margaret	17-Feb-1997	17-Mar-1997	24-Feb-1997	United Package	$38.82	Rancho grande	Av. del Libertador 900	Buenos Aires		1010	Argentina
10449	Blondel père et fils	Leverling, Janet	18-Feb-1997	18-Mar-1997	27-Feb-1997	United Package	$53.30	Blondel père et fils	24, place Kléber	Strasbourg		67000	France
10450	Victuailles en stock	Callahan, Laura	19-Feb-1997	19-Mar-1997	11-Mar-1997	United Package	$7.23	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10451	QUICK-Stop	Peacock, Margaret	19-Feb-1997	05-Mar-1997	12-Mar-1997	Federal Shipping	$189.09	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10452	Save-a-lot Markets	Callahan, Laura	20-Feb-1997	20-Mar-1997	26-Feb-1997	Speedy Express	$140.26	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10453	Around the Horn	Davolio, Nancy	21-Feb-1997	21-Mar-1997	26-Feb-1997	United Package	$25.36	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10454	La maison d'Asie	Peacock, Margaret	21-Feb-1997	21-Mar-1997	25-Feb-1997	Federal Shipping	$2.74	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10455	Wartian Herkku	Callahan, Laura	24-Feb-1997	07-Apr-1997	03-Mar-1997	United Package	$180.45	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10456	Königlich Essen	Callahan, Laura	25-Feb-1997	08-Apr-1997	28-Feb-1997	United Package	$8.12	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10457	Königlich Essen	Fuller, Andrew	25-Feb-1997	25-Mar-1997	03-Mar-1997	Speedy Express	$11.57	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10458	Suprêmes délices	King, Robert	26-Feb-1997	26-Mar-1997	04-Mar-1997	Federal Shipping	$147.06	Suprêmes délices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10459	Victuailles en stock	Peacock, Margaret	27-Feb-1997	27-Mar-1997	28-Feb-1997	United Package	$25.09	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10460	Folk och fä HB	Callahan, Laura	28-Feb-1997	28-Mar-1997	03-Mar-1997	Speedy Express	$16.27	Folk och fä HB	Åkergatan 24	Bräcke		S-844 67	Sweden
10461	LILA-Supermercado	Davolio, Nancy	28-Feb-1997	28-Mar-1997	05-Mar-1997	Federal Shipping	$148.61	LILA-Supermercado	Carrera 52 con Ave. Bolívar #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10462	Consolidated Holdings	Fuller, Andrew	03-Mar-1997	31-Mar-1997	18-Mar-1997	Speedy Express	$6.17	Consolidated Holdings	Berkeley Gardens, 12  Brewery	London		WX1 6LT	UK
10463	Suprêmes délices	Buchanan, Steven	04-Mar-1997	01-Apr-1997	06-Mar-1997	Federal Shipping	$14.78	Suprêmes délices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10464	Furia Bacalhau e Frutos do Mar	Peacock, Margaret	04-Mar-1997	01-Apr-1997	14-Mar-1997	United Package	$89.00	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10465	Vaffeljernet	Davolio, Nancy	05-Mar-1997	02-Apr-1997	14-Mar-1997	Federal Shipping	$145.04	Vaffeljernet	Smagsløget 45	Århus		8200	Denmark
10466	Comércio Mineiro	Peacock, Margaret	06-Mar-1997	03-Apr-1997	13-Mar-1997	Speedy Express	$11.93	Comércio Mineiro	Av. dos Lusíadas, 23	São Paulo	SP	05432-043	Brazil
10467	Magazzini Alimentari Riuniti	Callahan, Laura	06-Mar-1997	03-Apr-1997	11-Mar-1997	United Package	$4.93	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10468	Königlich Essen	Leverling, Janet	07-Mar-1997	04-Apr-1997	12-Mar-1997	Federal Shipping	$44.12	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10469	White Clover Markets	Davolio, Nancy	10-Mar-1997	07-Apr-1997	14-Mar-1997	Speedy Express	$60.18	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10470	Bon app'	Peacock, Margaret	11-Mar-1997	08-Apr-1997	14-Mar-1997	United Package	$64.56	Bon app'	12, rue des Bouchers	Marseille		13008	France
10471	B's Beverages	Fuller, Andrew	11-Mar-1997	08-Apr-1997	18-Mar-1997	Federal Shipping	$45.59	B's Beverages	Fauntleroy Circus	London		EC2 5NT	UK
10472	Seven Seas Imports	Callahan, Laura	12-Mar-1997	09-Apr-1997	19-Mar-1997	Speedy Express	$4.20	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	UK
10473	Island Trading	Davolio, Nancy	13-Mar-1997	27-Mar-1997	21-Mar-1997	Federal Shipping	$16.37	Island Trading	Garden House, Crowther Way	Cowes	Isle of Wight	PO31 7PJ	UK
10474	Pericles Comidas clásicas	Buchanan, Steven	13-Mar-1997	10-Apr-1997	21-Mar-1997	United Package	$83.49	Pericles Comidas clásicas	Calle Dr. Jorge Cash 321	México D.F.		05033	Mexico
10475	Suprêmes délices	Dodsworth, Anne	14-Mar-1997	11-Apr-1997	04-Apr-1997	Speedy Express	$68.52	Suprêmes délices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10476	HILARIÓN-Abastos	Callahan, Laura	17-Mar-1997	14-Apr-1997	24-Mar-1997	Federal Shipping	$4.41	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10477	Princesa Isabel Vinhos	Buchanan, Steven	17-Mar-1997	14-Apr-1997	25-Mar-1997	United Package	$13.02	Princesa Isabel Vinhos	Estrada da saúde n. 58	Lisboa		1756	Portugal
10478	Victuailles en stock	Fuller, Andrew	18-Mar-1997	01-Apr-1997	26-Mar-1997	Federal Shipping	$4.81	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10479	Rattlesnake Canyon Grocery	Leverling, Janet	19-Mar-1997	16-Apr-1997	21-Mar-1997	Federal Shipping	$708.95	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	USA
10480	Folies gourmandes	Suyama, Michael	20-Mar-1997	17-Apr-1997	24-Mar-1997	United Package	$1.35	Folies gourmandes	184, chaussée de Tournai	Lille		59000	France
10481	Ricardo Adocicados	Callahan, Laura	20-Mar-1997	17-Apr-1997	25-Mar-1997	United Package	$64.33	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10482	Lazy K Kountry Store	Davolio, Nancy	21-Mar-1997	18-Apr-1997	10-Apr-1997	Federal Shipping	$7.48	Lazy K Kountry Store	12 Orchestra Terrace	Walla Walla	WA	99362	USA
10483	White Clover Markets	King, Robert	24-Mar-1997	21-Apr-1997	25-Apr-1997	United Package	$15.28	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10484	B's Beverages	Leverling, Janet	24-Mar-1997	21-Apr-1997	01-Apr-1997	Federal Shipping	$6.88	B's Beverages	Fauntleroy Circus	London		EC2 5NT	UK
10485	LINO-Delicateses	Peacock, Margaret	25-Mar-1997	08-Apr-1997	31-Mar-1997	United Package	$64.45	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10486	HILARIÓN-Abastos	Davolio, Nancy	26-Mar-1997	23-Apr-1997	02-Apr-1997	United Package	$30.53	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10487	Queen Cozinha	Fuller, Andrew	26-Mar-1997	23-Apr-1997	28-Mar-1997	United Package	$71.07	Queen Cozinha	Alameda dos Canàrios, 891	São Paulo	SP	05487-020	Brazil
10488	Frankenversand	Callahan, Laura	27-Mar-1997	24-Apr-1997	02-Apr-1997	United Package	$4.93	Frankenversand	Berliner Platz 43	München		80805	Germany
10489	Piccolo und mehr	Suyama, Michael	28-Mar-1997	25-Apr-1997	09-Apr-1997	United Package	$5.29	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10490	HILARIÓN-Abastos	King, Robert	31-Mar-1997	28-Apr-1997	03-Apr-1997	United Package	$210.19	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10491	Furia Bacalhau e Frutos do Mar	Callahan, Laura	31-Mar-1997	28-Apr-1997	08-Apr-1997	Federal Shipping	$16.96	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10492	Bottom-Dollar Markets	Leverling, Janet	01-Apr-1997	29-Apr-1997	11-Apr-1997	Speedy Express	$62.89	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10493	La maison d'Asie	Peacock, Margaret	02-Apr-1997	30-Apr-1997	10-Apr-1997	Federal Shipping	$10.64	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10494	Comércio Mineiro	Peacock, Margaret	02-Apr-1997	30-Apr-1997	09-Apr-1997	United Package	$65.99	Comércio Mineiro	Av. dos Lusíadas, 23	São Paulo	SP	05432-043	Brazil
10495	Laughing Bacchus Wine Cellars	Leverling, Janet	03-Apr-1997	01-May-1997	11-Apr-1997	Federal Shipping	$4.65	Laughing Bacchus Wine Cellars	2319 Elm St.	Vancouver	BC	V3F 2K1	Canada
10496	Tradição Hipermercados	King, Robert	04-Apr-1997	02-May-1997	07-Apr-1997	United Package	$46.77	Tradição Hipermercados	Av. Inês de Castro, 414	São Paulo	SP	05634-030	Brazil
10497	Lehmanns Marktstand	King, Robert	04-Apr-1997	02-May-1997	07-Apr-1997	Speedy Express	$36.21	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10498	HILARIÓN-Abastos	Callahan, Laura	07-Apr-1997	05-May-1997	11-Apr-1997	United Package	$29.75	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10499	LILA-Supermercado	Peacock, Margaret	08-Apr-1997	06-May-1997	16-Apr-1997	United Package	$102.02	LILA-Supermercado	Carrera 52 con Ave. Bolívar #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10500	La maison d'Asie	Suyama, Michael	09-Apr-1997	07-May-1997	17-Apr-1997	Speedy Express	$42.68	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10501	Blauer See Delikatessen	Dodsworth, Anne	09-Apr-1997	07-May-1997	16-Apr-1997	Federal Shipping	$8.85	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10502	Pericles Comidas clásicas	Fuller, Andrew	10-Apr-1997	08-May-1997	29-Apr-1997	Speedy Express	$69.32	Pericles Comidas clásicas	Calle Dr. Jorge Cash 321	México D.F.		05033	Mexico
10503	Hungry Owl All-Night Grocers	Suyama, Michael	11-Apr-1997	09-May-1997	16-Apr-1997	United Package	$16.74	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10504	White Clover Markets	Peacock, Margaret	11-Apr-1997	09-May-1997	18-Apr-1997	Federal Shipping	$59.13	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10505	Mère Paillarde	Leverling, Janet	14-Apr-1997	12-May-1997	21-Apr-1997	Federal Shipping	$7.13	Mère Paillarde	43 rue St. Laurent	Montréal	Québec	H1J 1C3	Canada
10506	Königlich Essen	Dodsworth, Anne	15-Apr-1997	13-May-1997	02-May-1997	United Package	$21.19	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10507	Antonio Moreno Taquería	King, Robert	15-Apr-1997	13-May-1997	22-Apr-1997	Speedy Express	$47.45	Antonio Moreno Taquería	Mataderos  2312	México D.F.		05023	Mexico
10508	Ottilies Käseladen	Davolio, Nancy	16-Apr-1997	14-May-1997	13-May-1997	United Package	$4.99	Ottilies Käseladen	Mehrheimerstr. 369	Köln		50739	Germany
10509	Blauer See Delikatessen	Peacock, Margaret	17-Apr-1997	15-May-1997	29-Apr-1997	Speedy Express	$0.15	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10510	Save-a-lot Markets	Suyama, Michael	18-Apr-1997	16-May-1997	28-Apr-1997	Federal Shipping	$367.63	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10511	Bon app'	Peacock, Margaret	18-Apr-1997	16-May-1997	21-Apr-1997	Federal Shipping	$350.64	Bon app'	12, rue des Bouchers	Marseille		13008	France
10512	Familia Arquibaldo	King, Robert	21-Apr-1997	19-May-1997	24-Apr-1997	United Package	$3.53	Familia Arquibaldo	Rua Orós, 92	São Paulo	SP	05442-030	Brazil
10513	Die Wandernde Kuh	King, Robert	22-Apr-1997	03-Jun-1997	28-Apr-1997	Speedy Express	$105.65	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10514	Ernst Handel	Leverling, Janet	22-Apr-1997	20-May-1997	16-May-1997	United Package	$789.95	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10515	QUICK-Stop	Fuller, Andrew	23-Apr-1997	07-May-1997	23-May-1997	Speedy Express	$204.47	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10516	Hungry Owl All-Night Grocers	Fuller, Andrew	24-Apr-1997	22-May-1997	01-May-1997	Federal Shipping	$62.78	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10517	North/South	Leverling, Janet	24-Apr-1997	22-May-1997	29-Apr-1997	Federal Shipping	$32.07	North/South	South House, 300 Queensbridge	London		SW7 1RZ	UK
10518	Tortuga Restaurante	Peacock, Margaret	25-Apr-1997	09-May-1997	05-May-1997	United Package	$218.15	Tortuga Restaurante	Avda. Azteca 123	México D.F.		05033	Mexico
10519	Chop-suey Chinese	Suyama, Michael	28-Apr-1997	26-May-1997	01-May-1997	Federal Shipping	$91.76	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10520	Santé Gourmet	King, Robert	29-Apr-1997	27-May-1997	01-May-1997	Speedy Express	$13.37	Santé Gourmet	Erling Skakkes gate 78	Stavern		4110	Norway
10521	Cactus Comidas para llevar	Callahan, Laura	29-Apr-1997	27-May-1997	02-May-1997	United Package	$17.22	Cactus Comidas para llevar	Cerrito 333	Buenos Aires		1010	Argentina
10522	Lehmanns Marktstand	Peacock, Margaret	30-Apr-1997	28-May-1997	06-May-1997	Speedy Express	$45.33	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10523	Seven Seas Imports	King, Robert	01-May-1997	29-May-1997	30-May-1997	United Package	$77.63	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	UK
10524	Berglunds snabbköp	Davolio, Nancy	01-May-1997	29-May-1997	07-May-1997	United Package	$244.79	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10525	Bon app'	Davolio, Nancy	02-May-1997	30-May-1997	23-May-1997	United Package	$11.06	Bon app'	12, rue des Bouchers	Marseille		13008	France
10526	Wartian Herkku	Peacock, Margaret	05-May-1997	02-Jun-1997	15-May-1997	United Package	$58.59	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10527	QUICK-Stop	King, Robert	05-May-1997	02-Jun-1997	07-May-1997	Speedy Express	$41.90	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10528	Great Lakes Food Market	Suyama, Michael	06-May-1997	20-May-1997	09-May-1997	United Package	$3.35	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	USA
10529	Maison Dewey	Buchanan, Steven	07-May-1997	04-Jun-1997	09-May-1997	United Package	$66.69	Maison Dewey	Rue Joseph-Bens 532	Bruxelles		B-1180	Belgium
