Order ID	Product	Unit Price	Quantity	Discount
10455	Perth Pasties	$26.20	50	0.00%
10455	Sirop d'érable	$22.80	25	0.00%
10455	Fløtemysost	$17.20	30	0.00%
10456	Sir Rodney's Scones	$8.00	40	15.00%
10456	Maxilaku	$16.00	21	15.00%
10457	Raclette Courdavault	$44.00	36	0.00%
10458	Gumbär Gummibärchen	$24.90	30	0.00%
10458	Rössle Sauerkraut	$36.40	30	0.00%
10458	Ipoh Coffee	$36.80	20	0.00%
10458	Gnocchi di nonna Alice	$30.40	15	0.00%
10458	Fløtemysost	$17.20	50	0.00%
10459	Uncle Bob's Organic Dried Pears	$24.00	16	5.00%
10459	Spegesild	$9.60	20	5.00%
10459	Mozzarella di Giovanni	$27.80	40	0.00%
10460	Scottish Longbreads	$10.00	21	25.00%
10460	Rhönbräu Klosterbier	$6.20	4	25.00%
10461	Sir Rodney's Scones	$8.00	40	25.00%
10461	Nord-Ost Matjeshering	$20.70	28	25.00%
10461	Pâté chinois	$19.20	60	25.00%
10462	Konbu	$4.80	1	0.00%
10462	Tunnbröd	$7.20	21	0.00%
10463	Teatime Chocolate Biscuits	$7.30	21	0.00%
10463	Singaporean Hokkien Fried Mee	$11.20	50	0.00%
10464	Chef Anton's Cajun Seasoning	$17.60	16	20.00%
10464	Ipoh Coffee	$36.80	3	0.00%
10464	Gnocchi di nonna Alice	$30.40	30	20.00%
10464	Camembert Pierrot	$27.20	20	0.00%
10465	Guaraná Fantástica	$3.60	25	0.00%
10465	Thüringer Rostbratwurst	$99.00	18	10.00%
10465	Boston Crab Meat	$14.70	20	0.00%
10465	Røgede sild	$7.60	30	10.00%
10465	Valkoinen suklaa	$13.00	25	0.00%
10466	Queso Cabrales	$16.80	10	0.00%
10466	Spegesild	$9.60	5	0.00%
10467	Guaraná Fantástica	$3.60	28	0.00%
10467	NuNuCa Nuß-Nougat-Creme	$11.20	12	0.00%
10468	Nord-Ost Matjeshering	$20.70	8	0.00%
10468	Ipoh Coffee	$36.80	15	0.00%
10469	Chang	$15.20	40	15.00%
10469	Pavlova	$13.90	35	15.00%
10469	Gula Malacca	$15.50	2	15.00%
10470	Carnarvon Tigers	$50.00	30	0.00%
10470	Tunnbröd	$7.20	15	0.00%
10470	Wimmers gute Semmelknödel	$26.60	8	0.00%
10471	Uncle Bob's Organic Dried Pears	$24.00	30	0.00%
10471	Gnocchi di nonna Alice	$30.40	20	0.00%
10472	Guaraná Fantástica	$3.60	80	5.00%
10472	Manjimup Dried Apples	$42.40	18	0.00%
10473	Geitost	$2.00	12	0.00%
10473	Fløtemysost	$17.20	12	0.00%
10474	Tofu	$18.60	12	0.00%
10474	Rössle Sauerkraut	$36.40	18	0.00%
10474	Boston Crab Meat	$14.70	21	0.00%
10474	Rhönbräu Klosterbier	$6.20	10	0.00%
10475	Gorgonzola Telino	$10.00	35	15.00%
10475	Louisiana Hot Spiced Okra	$13.60	60	15.00%
10475	Lakkalikööri	$14.40	42	15.00%
10476	Pâté chinois	$19.20	2	5.00%
10476	Outback Lager	$12.00	12	0.00%
10477	Chai	$14.40	15	0.00%
10477	Sir Rodney's Scones	$8.00	21	25.00%
10477	Chartreuse verte	$14.40	20	25.00%
10478	Ikura	$24.80	20	5.00%
10479	Côte de Blaye	$210.80	30	0.00%
10479	Perth Pasties	$26.20	28	0.00%
10479	Raclette Courdavault	$44.00	60	0.00%
10479	Wimmers gute Semmelknödel	$26.60	30	0.00%
10480	Zaanse koeken	$7.60	30	0.00%
10480	Raclette Courdavault	$44.00	12	0.00%
10481	Maxilaku	$16.00	24	0.00%
10481	Camembert Pierrot	$27.20	40	0.00%
10482	Boston Crab Meat	$14.70	10	0.00%
10483	Sasquatch Ale	$11.20	35	5.00%
10483	Original Frankfurter grüne Soße	$10.40	30	5.00%
10484	Sir Rodney's Scones	$8.00	14	0.00%
10484	Boston Crab Meat	$14.70	10	0.00%
10484	Manjimup Dried Apples	$42.40	3	0.00%
10485	Chang	$15.20	20	10.00%
10485	Aniseed Syrup	$8.00	20	10.00%
10485	Pâté chinois	$19.20	30	10.00%
10485	Outback Lager	$12.00	60	10.00%
10486	Queso Cabrales	$16.80	5	0.00%
10486	Manjimup Dried Apples	$42.40	25	0.00%
10486	Longlife Tofu	$8.00	16	0.00%
10487	Teatime Chocolate Biscuits	$7.30	5	0.00%
10487	Gumbär Gummibärchen	$24.90	30	0.00%
10487	Tourtière	$5.90	24	25.00%
10488	Raclette Courdavault	$44.00	30	0.00%
10488	Röd Kaviar	$12.00	20	20.00%
10489	Queso Cabrales	$16.80	15	25.00%
10489	Pavlova	$13.90	18	0.00%
10490	Raclette Courdavault	$44.00	60	0.00%
10490	Scottish Longbreads	$10.00	30	0.00%
10490	Rhönbräu Klosterbier	$6.20	36	0.00%
10491	Gula Malacca	$15.50	15	15.00%
10491	Original Frankfurter grüne Soße	$10.40	7	15.00%
10492	NuNuCa Nuß-Nougat-Creme	$11.20	60	5.00%
10492	Singaporean Hokkien Fried Mee	$11.20	20	5.00%
10493	Louisiana Fiery Hot Pepper Sauce	$16.80	15	10.00%
10493	Louisiana Hot Spiced Okra	$13.60	10	10.00%
10493	Gudbrandsdalsost	$28.80	10	10.00%
10494	Gnocchi di nonna Alice	$30.40	30	0.00%
10495	Tunnbröd	$7.20	10	0.00%
10495	Jack's New England Clam Chowder	$7.70	20	0.00%
10495	Original Frankfurter grüne Soße	$10.40	5	0.00%
10496	Gorgonzola Telino	$10.00	20	5.00%
10497	Gnocchi di nonna Alice	$30.40	14	0.00%
10497	Mozzarella di Giovanni	$27.80	25	0.00%
10497	Original Frankfurter grüne Soße	$10.40	25	0.00%
10498	Guaraná Fantástica	$4.50	14	0.00%
10498	Boston Crab Meat	$18.40	5	0.00%
10498	Singaporean Hokkien Fried Mee	$14.00	30	0.00%
10499	Rössle Sauerkraut	$45.60	20	0.00%
10499	Maxilaku	$20.00	25	0.00%
10500	Genen Shouyu	$15.50	12	5.00%
10500	Rössle Sauerkraut	$45.60	8	5.00%
10501	Tourtière	$7.45	20	0.00%
10502	Røgede sild	$9.50	21	0.00%
10502	Perth Pasties	$32.80	6	0.00%
10502	Laughing Lumberjack Lager	$14.00	30	0.00%
10503	Tofu	$23.25	70	0.00%
10503	Louisiana Fiery Hot Pepper Sauce	$21.05	20	0.00%
10504	Chang	$19.00	12	0.00%
10504	Sir Rodney's Scones	$10.00	12	0.00%
10504	Perth Pasties	$32.80	10	0.00%
10504	Sirop d'érable	$28.50	25	0.00%
10505	Tarte au sucre	$49.30	3	0.00%
10506	NuNuCa Nuß-Nougat-Creme	$14.00	18	10.00%
10506	Outback Lager	$15.00	14	10.00%
10507	Ipoh Coffee	$46.00	15	15.00%
10507	Chocolade	$12.75	15	15.00%
10508	Konbu	$6.00	10	0.00%
10508	Chartreuse verte	$18.00	10	0.00%
10509	Rössle Sauerkraut	$45.60	3	0.00%
10510	Thüringer Rostbratwurst	$123.79	36	0.00%
10510	Rhönbräu Klosterbier	$7.75	36	10.00%
10511	Chef Anton's Cajun Seasoning	$22.00	50	15.00%
10511	Uncle Bob's Organic Dried Pears	$30.00	50	15.00%
10511	Northwoods Cranberry Sauce	$40.00	10	15.00%
10512	Guaraná Fantástica	$4.50	10	15.00%
10512	Spegesild	$12.00	9	15.00%
10512	Zaanse koeken	$9.50	6	15.00%
10512	Camembert Pierrot	$34.00	12	15.00%
10513	Sir Rodney's Scones	$10.00	40	20.00%
10513	Mascarpone Fabioli	$32.00	50	20.00%
10513	Sirop d'érable	$28.50	15	20.00%
10514	Sir Rodney's Marmalade	$81.00	39	0.00%
10514	Rössle Sauerkraut	$45.60	35	0.00%
10514	Gnocchi di nonna Alice	$38.00	70	0.00%
10514	Louisiana Fiery Hot Pepper Sauce	$21.05	39	0.00%
10514	Rhönbräu Klosterbier	$7.75	50	0.00%
10515	Mishi Kobe Niku	$97.00	16	15.00%
10515	Pavlova	$17.45	50	0.00%
10515	Schoggi Schokolade	$43.90	120	0.00%
10515	Geitost	$2.50	16	15.00%
10515	Camembert Pierrot	$34.00	84	15.00%
10516	Carnarvon Tigers	$62.50	25	10.00%
10516	Jack's New England Clam Chowder	$9.65	80	10.00%
10516	Singaporean Hokkien Fried Mee	$14.00	20	0.00%
10517	Filo Mix	$7.00	6	0.00%
10517	Raclette Courdavault	$55.00	4	0.00%
10517	Outback Lager	$15.00	6	0.00%
10518	Guaraná Fantástica	$4.50	5	0.00%
10518	Côte de Blaye	$263.50	15	0.00%
10518	Gula Malacca	$19.45	9	0.00%
10519	Ikura	$31.00	16	5.00%
10519	Gnocchi di nonna Alice	$38.00	40	0.00%
10519	Camembert Pierrot	$34.00	10	5.00%
10520	Guaraná Fantástica	$4.50	8	0.00%
10520	Perth Pasties	$32.80	5	0.00%
10521	Steeleye Stout	$18.00	3	0.00%
10521	Jack's New England Clam Chowder	$9.65	10	0.00%
10521	Scottish Longbreads	$12.50	6	0.00%
10522	Chai	$18.00	40	20.00%
10522	Northwoods Cranberry Sauce	$40.00	24	0.00%
10522	Nord-Ost Matjeshering	$25.89	20	20.00%
10522	Boston Crab Meat	$18.40	25	20.00%
10523	Alice Mutton	$39.00	25	10.00%
10523	Sir Rodney's Marmalade	$81.00	15	10.00%
10523	Gravad lax	$26.00	18	10.00%
10523	Jack's New England Clam Chowder	$9.65	6	10.00%
10524	Ikura	$31.00	2	0.00%
10524	Nord-Ost Matjeshering	$25.89	10	0.00%
10524	Ipoh Coffee	$46.00	60	0.00%
10524	Tourtière	$7.45	15	0.00%
10525	Inlagd Sill	$19.00	30	0.00%
10525	Boston Crab Meat	$18.40	15	10.00%
10526	Chai	$18.00	8	15.00%
10526	Konbu	$6.00	10	0.00%
10526	Gnocchi di nonna Alice	$38.00	30	15.00%
10527	Chef Anton's Cajun Seasoning	$22.00	50	10.00%
10527	Inlagd Sill	$19.00	30	10.00%
10528	Queso Cabrales	$21.00	3	0.00%
10528	Geitost	$2.50	8	20.00%
10528	Mozzarella di Giovanni	$34.80	9	0.00%
10529	Pâté chinois	$24.00	14	0.00%
10529	Scottish Longbreads	$12.50	20	0.00%
10529	Gudbrandsdalsost	$36.00	10	0.00%
10530	Alice Mutton	$39.00	40	0.00%
10530	Ipoh Coffee	$46.00	25	0.00%
10530	Sirop d'érable	$28.50	20	0.00%
10530	Lakkalikööri	$18.00	50	0.00%
10531	Raclette Courdavault	$55.00	2	0.00%
10532	Nord-Ost Matjeshering	$25.89	15	0.00%
10532	Louisiana Hot Spiced Okra	$17.00	24	0.00%
10533	Chef Anton's Cajun Seasoning	$22.00	50	5.00%
10533	Mozzarella di Giovanni	$34.80	24	0.00%
10533	Röd Kaviar	$15.00	24	5.00%
10534	Nord-Ost Matjeshering	$25.89	10	0.00%
10534	Boston Crab Meat	$18.40	10	20.00%
10534	Tourtière	$7.45	10	20.00%
10535	Queso Cabrales	$21.00	50	10.00%
10535	Boston Crab Meat	$18.40	10	10.00%
10535	Ravioli Angelo	$19.50	5	10.00%
10535	Raclette Courdavault	$55.00	15	10.00%
10536	Queso Manchego La Pastora	$38.00	15	25.00%
10536	Gorgonzola Telino	$12.50	20	0.00%
10536	Geitost	$2.50	30	0.00%
10536	Camembert Pierrot	$34.00	35	25.00%
10537	Gorgonzola Telino	$12.50	30	0.00%
10537	Manjimup Dried Apples	$53.00	6	0.00%
10537	Escargots de Bourgogne	$13.25	20	0.00%
10537	Mozzarella di Giovanni	$34.80	21	0.00%
10537	Röd Kaviar	$15.00	9	0.00%
10538	Outback Lager	$15.00	7	0.00%
10538	Mozzarella di Giovanni	$34.80	1	0.00%
10539	Konbu	$6.00	8	0.00%
10539	Sir Rodney's Scones	$10.00	15	0.00%
10539	Geitost	$2.50	15	0.00%
10539	Maxilaku	$20.00	6	0.00%
10540	Aniseed Syrup	$10.00	60	0.00%
10540	Gumbär Gummibärchen	$31.23	40	0.00%
10540	Côte de Blaye	$263.50	30	0.00%
10540	Scottish Longbreads	$12.50	35	0.00%
10541	Guaraná Fantástica	$4.50	35	10.00%
10541	Côte de Blaye	$263.50	4	10.00%
10541	Louisiana Fiery Hot Pepper Sauce	$21.05	36	10.00%
10541	Fløtemysost	$21.50	9	10.00%
10542	Queso Cabrales	$21.00	15	5.00%
10542	Tourtière	$7.45	24	5.00%
10543	Queso Manchego La Pastora	$38.00	30	15.00%
10543	Tunnbröd	$9.00	70	15.00%
10544	Rössle Sauerkraut	$45.60	7	0.00%
10544	Laughing Lumberjack Lager	$14.00	7	0.00%
10545	Queso Cabrales	$21.00	10	0.00%
10546	Uncle Bob's Organic Dried Pears	$30.00	10	0.00%
10546	Steeleye Stout	$18.00	30	0.00%
10546	Tarte au sucre	$49.30	40	0.00%
10547	Mascarpone Fabioli	$32.00	24	15.00%
10547	Inlagd Sill	$19.00	60	0.00%
10548	Sasquatch Ale	$14.00	10	25.00%
10548	Jack's New England Clam Chowder	$9.65	14	0.00%
10549	Gorgonzola Telino	$12.50	55	15.00%
10549	Røgede sild	$9.50	100	15.00%
10549	Manjimup Dried Apples	$53.00	48	15.00%
10550	Alice Mutton	$39.00	8	10.00%
10550	Teatime Chocolate Biscuits	$9.20	10	0.00%
10550	Sir Rodney's Scones	$10.00	6	10.00%
10550	Sirop d'érable	$28.50	10	10.00%
10551	Pavlova	$17.45	40	15.00%
10551	Steeleye Stout	$18.00	20	15.00%
10551	Gula Malacca	$19.45	40	0.00%
10552	Gudbrandsdalsost	$36.00	18	0.00%
10552	Rhönbräu Klosterbier	$7.75	30	0.00%
10553	Queso Cabrales	$21.00	15	0.00%
10553	Pavlova	$17.45	14	0.00%
10553	Gustaf's Knäckebröd	$21.00	24	0.00%
10553	Gorgonzola Telino	$12.50	30	0.00%
10553	Steeleye Stout	$18.00	6	0.00%
10554	Pavlova	$17.45	30	5.00%
10554	Tunnbröd	$9.00	20	5.00%
10554	Tarte au sucre	$49.30	20	5.00%
10554	Original Frankfurter grüne Soße	$13.00	10	5.00%
10555	Tofu	$23.25	30	20.00%
10555	Teatime Chocolate Biscuits	$9.20	35	20.00%
10555	Guaraná Fantástica	$4.50	18	20.00%
10555	Manjimup Dried Apples	$53.00	20	20.00%
10555	Gnocchi di nonna Alice	$38.00	40	20.00%
10556	Mozzarella di Giovanni	$34.80	24	0.00%
10557	Wimmers gute Semmelknödel	$33.25	30	0.00%
10557	Rhönbräu Klosterbier	$7.75	20	0.00%
10558	Zaanse koeken	$9.50	25	0.00%
10558	Manjimup Dried Apples	$53.00	20	0.00%
10558	Filo Mix	$7.00	30	0.00%
10558	Perth Pasties	$32.80	18	0.00%
10558	Röd Kaviar	$15.00	3	0.00%
10559	Jack's New England Clam Chowder	$9.65	12	5.00%
10559	Pâté chinois	$24.00	18	5.00%
10560	Nord-Ost Matjeshering	$25.89	20	0.00%
10560	Tarte au sucre	$49.30	15	25.00%
10561	Gula Malacca	$19.45	10	0.00%
10561	Manjimup Dried Apples	$53.00	50	0.00%
10562	Geitost	$2.50	20	10.00%
10562	Tarte au sucre	$49.30	10	10.00%
10563	Inlagd Sill	$19.00	25	0.00%
10563	Filo Mix	$7.00	70	0.00%
10564	Alice Mutton	$39.00	16	5.00%
10564	Gorgonzola Telino	$12.50	6	5.00%
10564	Pâté chinois	$24.00	25	5.00%
10565	Guaraná Fantástica	$4.50	25	10.00%
10565	Wimmers gute Semmelknödel	$33.25	18	10.00%
10566	Queso Cabrales	$21.00	35	15.00%
10566	Carnarvon Tigers	$62.50	18	15.00%
10566	Lakkalikööri	$18.00	10	0.00%
10567	Gorgonzola Telino	$12.50	60	20.00%
10567	Manjimup Dried Apples	$53.00	3	0.00%
10567	Raclette Courdavault	$55.00	40	20.00%
10568	Ikura	$31.00	5	0.00%
10569	Gorgonzola Telino	$12.50	35	20.00%
10569	Lakkalikööri	$18.00	30	0.00%
10570	Queso Cabrales	$21.00	15	5.00%
10570	Gnocchi di nonna Alice	$38.00	60	5.00%
10571	Tofu	$23.25	11	15.00%
10571	Singaporean Hokkien Fried Mee	$14.00	28	15.00%
10572	Pavlova	$17.45	12	10.00%
10572	Mascarpone Fabioli	$32.00	10	10.00%
10572	Boston Crab Meat	$18.40	50	0.00%
10572	Rhönbräu Klosterbier	$7.75	15	10.00%
10573	Alice Mutton	$39.00	18	0.00%
10573	Sasquatch Ale	$14.00	40	0.00%
10573	Perth Pasties	$32.80	25	0.00%
10574	Geitost	$2.50	14	0.00%
10574	Boston Crab Meat	$18.40	2	0.00%
10574	Tarte au sucre	$49.30	10	0.00%
10574	Wimmers gute Semmelknödel	$33.25	6	0.00%
10575	Raclette Courdavault	$55.00	12	0.00%
10575	Vegie-spread	$43.90	6	0.00%
10575	Mozzarella di Giovanni	$34.80	30	0.00%
10575	Lakkalikööri	$18.00	10	0.00%
10576	Chai	$18.00	10	0.00%
10576	Gorgonzola Telino	$12.50	20	0.00%
10576	Gula Malacca	$19.45	21	0.00%
10577	Chartreuse verte	$18.00	10	0.00%
10577	Rhönbräu Klosterbier	$7.75	20	0.00%
10577	Original Frankfurter grüne Soße	$13.00	18	0.00%
10578	Steeleye Stout	$18.00	20	0.00%
10578	Ravioli Angelo	$19.50	6	0.00%
10579	Genen Shouyu	$15.50	10	0.00%
10579	Rhönbräu Klosterbier	$7.75	21	0.00%
10580	Tofu	$23.25	15	5.00%
10580	Jack's New England Clam Chowder	$9.65	9	5.00%
10580	Louisiana Fiery Hot Pepper Sauce	$21.05	30	5.00%
10581	Rhönbräu Klosterbier	$7.75	50	20.00%
10582	Ravioli Angelo	$19.50	4	0.00%
10582	Lakkalikööri	$18.00	14	0.00%
10583	Thüringer Rostbratwurst	$123.79	10	0.00%
10583	Camembert Pierrot	$34.00	24	15.00%
10583	Gudbrandsdalsost	$36.00	10	15.00%
10584	Gorgonzola Telino	$12.50	50	5.00%
10585	Zaanse koeken	$9.50	15	0.00%
10586	Filo Mix	$7.00	4	15.00%
10587	Gumbär Gummibärchen	$31.23	6	0.00%
10587	Steeleye Stout	$18.00	20	0.00%
10587	Original Frankfurter grüne Soße	$13.00	20	0.00%
10588	Carnarvon Tigers	$62.50	40	20.00%
10588	Singaporean Hokkien Fried Mee	$14.00	100	20.00%
10589	Steeleye Stout	$18.00	4	0.00%
10590	Chai	$18.00	20	0.00%
10590	Original Frankfurter grüne Soße	$13.00	60	5.00%
10591	Aniseed Syrup	$10.00	14	0.00%
10591	Uncle Bob's Organic Dried Pears	$30.00	10	0.00%
10591	Tourtière	$7.45	50	0.00%
10592	Genen Shouyu	$15.50	25	5.00%
10592	Gumbär Gummibärchen	$31.23	5	5.00%
10593	Sir Rodney's Marmalade	$81.00	21	20.00%
10593	Gudbrandsdalsost	$36.00	20	20.00%
10593	Lakkalikööri	$18.00	4	20.00%
10594	Filo Mix	$7.00	24	0.00%
10594	Escargots de Bourgogne	$13.25	30	0.00%
10595	Steeleye Stout	$18.00	30	25.00%
10595	Sirop d'érable	$28.50	120	25.00%
10595	Gudbrandsdalsost	$36.00	65	25.00%
10596	Gnocchi di nonna Alice	$38.00	5	20.00%
10596	Vegie-spread	$43.90	24	20.00%
10596	Rhönbräu Klosterbier	$7.75	30	20.00%
10597	Guaraná Fantástica	$4.50	35	20.00%
10597	Ravioli Angelo	$19.50	20	0.00%
10597	Louisiana Fiery Hot Pepper Sauce	$21.05	12	20.00%
10598	Schoggi Schokolade	$43.90	50	0.00%
10598	Fløtemysost	$21.50	9	0.00%
10599	Tarte au sucre	$49.30	10	0.00%
10600	Tourtière	$7.45	4	0.00%
10600	Röd Kaviar	$15.00	30	0.00%
10601	Konbu	$6.00	60	0.00%
10601	Raclette Courdavault	$55.00	35	0.00%
10602	Original Frankfurter grüne Soße	$13.00	5	25.00%
10603	Gustaf's Knäckebröd	$21.00	48	0.00%
10603	Maxilaku	$20.00	25	5.00%
10604	Chocolade	$12.75	6	10.00%
10604	Lakkalikööri	$18.00	10	10.00%
10605	Pavlova	$17.45	30	5.00%
10605	Raclette Courdavault	$55.00	20	5.00%
10605	Camembert Pierrot	$34.00	70	5.00%
10605	Fløtemysost	$21.50	15	5.00%
10606	Chef Anton's Cajun Seasoning	$22.00	20	20.00%
10606	Pâté chinois	$24.00	20	20.00%
10606	Tarte au sucre	$49.30	10	20.00%
10607	Uncle Bob's Organic Dried Pears	$30.00	45	0.00%
10607	Alice Mutton	$39.00	100	0.00%
10607	Geitost	$2.50	14	0.00%
10607	Boston Crab Meat	$18.40	42	0.00%
10607	Mozzarella di Giovanni	$34.80	12	0.00%
10608	Gnocchi di nonna Alice	$38.00	28	0.00%
10609	Chai	$18.00	3	0.00%
10609	Ikura	$31.00	10	0.00%
10609	Sir Rodney's Scones	$10.00	6	0.00%
10610	Inlagd Sill	$19.00	21	25.00%
10611	Chai	$18.00	6	0.00%
10611	Chang	$19.00	10	0.00%
10611	Camembert Pierrot	$34.00	15	0.00%
10612	Ikura	$31.00	70	0.00%
10612	Inlagd Sill	$19.00	55	0.00%
10612	Maxilaku	$20.00	18	0.00%
10612	Camembert Pierrot	$34.00	40	0.00%
10612	Lakkalikööri	$18.00	80	0.00%
10613	Konbu	$6.00	8	10.00%
10613	Rhönbräu Klosterbier	$7.75	40	0.00%
10614	Queso Cabrales	$21.00	14	0.00%
10614	Sir Rodney's Scones	$10.00	8	0.00%
10614	Chartreuse verte	$18.00	5	0.00%
10615	Pâté chinois	$24.00	5	0.00%
10616	Côte de Blaye	$263.50	15	5.00%
10616	Gnocchi di nonna Alice	$38.00	14	0.00%
10616	Outback Lager	$15.00	15	5.00%
10616	Fløtemysost	$21.50	15	5.00%
10617	Raclette Courdavault	$55.00	30	15.00%
10618	Grandma's Boysenberry Spread	$25.00	70	0.00%
10618	Gnocchi di nonna Alice	$38.00	20	0.00%
10618	Scottish Longbreads	$12.50	15	0.00%
10619	Sir Rodney's Scones	$10.00	42	0.00%
10619	Gustaf's Knäckebröd	$21.00	40	0.00%
10620	Guaraná Fantástica	$4.50	5	0.00%
10620	Filo Mix	$7.00	5	0.00%
10621	Teatime Chocolate Biscuits	$9.20	5	0.00%
10621	Tunnbröd	$9.00	10	0.00%
10621	Outback Lager	$15.00	20	0.00%
10621	Fløtemysost	$21.50	15	0.00%
10622	Chang	$19.00	20	0.00%
10622	Scottish Longbreads	$12.50	18	20.00%
10623	Tofu	$23.25	21	0.00%
10623	Teatime Chocolate Biscuits	$9.20	15	10.00%
10623	Sir Rodney's Scones	$10.00	25	10.00%
10623	Guaraná Fantástica	$4.50	3	0.00%
10623	Steeleye Stout	$18.00	30	10.00%
10624	Rössle Sauerkraut	$45.60	10	0.00%
10624	Thüringer Rostbratwurst	$123.79	6	0.00%
10624	Gula Malacca	$19.45	10	0.00%
10625	Tofu	$23.25	3	0.00%
10625	Singaporean Hokkien Fried Mee	$14.00	5	0.00%
10625	Camembert Pierrot	$34.00	10	0.00%
10626	Perth Pasties	$32.80	12	0.00%
10626	Camembert Pierrot	$34.00	20	0.00%
10626	Fløtemysost	$21.50	20	0.00%
10627	Tarte au sucre	$49.30	15	0.00%
10627	Röd Kaviar	$15.00	35	15.00%
10628	Chai	$18.00	25	0.00%
10629	Thüringer Rostbratwurst	$123.79	20	0.00%
10629	Wimmers gute Semmelknödel	$33.25	9	0.00%
10630	Pâté chinois	$24.00	12	5.00%
10630	Lakkalikööri	$18.00	35	0.00%
10631	Rhönbräu Klosterbier	$7.75	8	10.00%
10632	Chang	$19.00	30	5.00%
10632	Geitost	$2.50	20	5.00%
10633	Queso Manchego La Pastora	$38.00	36	15.00%
10633	Konbu	$6.00	13	15.00%
10633	Gumbär Gummibärchen	$31.23	35	15.00%
10633	Tarte au sucre	$49.30	80	15.00%
10634	Uncle Bob's Organic Dried Pears	$30.00	35	0.00%
10634	Carnarvon Tigers	$62.50	50	0.00%
10634	Manjimup Dried Apples	$53.00	15	0.00%
10634	Rhönbräu Klosterbier	$7.75	2	0.00%
10635	Chef Anton's Cajun Seasoning	$22.00	10	10.00%
10635	Chef Anton's Gumbo Mix	$21.35	15	10.00%
10635	Gustaf's Knäckebröd	$21.00	40	0.00%
10636	Chef Anton's Cajun Seasoning	$22.00	25	0.00%
10636	Escargots de Bourgogne	$13.25	6	0.00%
10637	Queso Cabrales	$21.00	10	0.00%
10637	Valkoinen suklaa	$16.25	25	5.00%
10637	Gnocchi di nonna Alice	$38.00	60	5.00%
10638	Røgede sild	$9.50	20	0.00%
10638	Louisiana Fiery Hot Pepper Sauce	$21.05	21	0.00%
10638	Mozzarella di Giovanni	$34.80	60	0.00%
10639	Carnarvon Tigers	$62.50	8	0.00%
10640	Gudbrandsdalsost	$36.00	20	25.00%
10640	Outback Lager	$15.00	15	25.00%
10641	Chang	$19.00	50	0.00%
10641	Boston Crab Meat	$18.40	60	0.00%
10642	Sir Rodney's Scones	$10.00	30	20.00%
10642	Sirop d'érable	$28.50	20	20.00%
10643	Rössle Sauerkraut	$45.60	15	25.00%
10643	Chartreuse verte	$18.00	21	25.00%
10643	Spegesild	$12.00	2	25.00%
10644	Carnarvon Tigers	$62.50	4	10.00%
10644	Ipoh Coffee	$46.00	20	0.00%
10644	Spegesild	$12.00	21	10.00%
10645	Carnarvon Tigers	$62.50	20	0.00%
10645	Inlagd Sill	$19.00	15	0.00%
10646	Chai	$18.00	15	25.00%
10646	Ikura	$31.00	18	25.00%
10646	Fløtemysost	$21.50	30	25.00%
10646	Original Frankfurter grüne Soße	$13.00	35	25.00%
10647	Teatime Chocolate Biscuits	$9.20	30	0.00%
10647	Chartreuse verte	$18.00	20	0.00%
10648	Gustaf's Knäckebröd	$21.00	15	0.00%
10648	Guaraná Fantástica	$4.50	15	15.00%
10649	Rössle Sauerkraut	$45.60	20	0.00%
10649	Mozzarella di Giovanni	$34.80	15	0.00%
10650	Nord-Ost Matjeshering	$25.89	30	0.00%
10650	Perth Pasties	$32.80	25	5.00%
10650	Tourtière	$7.45	30	0.00%
10651	Teatime Chocolate Biscuits	$9.20	12	25.00%
10651	Gustaf's Knäckebröd	$21.00	20	25.00%
10652	Nord-Ost Matjeshering	$25.89	2	25.00%
10652	Singaporean Hokkien Fried Mee	$14.00	20	0.00%
10653	Pavlova	$17.45	30	10.00%
10653	Camembert Pierrot	$34.00	20	10.00%
10654	Chef Anton's Cajun Seasoning	$22.00	12	10.00%
10654	Chartreuse verte	$18.00	20	10.00%
10654	Tourtière	$7.45	6	10.00%
10655	Jack's New England Clam Chowder	$9.65	20	20.00%
10656	Tofu	$23.25	3	10.00%
10656	Gula Malacca	$19.45	28	10.00%
10656	Zaanse koeken	$9.50	6	10.00%
10657	Genen Shouyu	$15.50	50	0.00%
10657	Jack's New England Clam Chowder	$9.65	24	0.00%
10657	Spegesild	$12.00	45	0.00%
10657	Zaanse koeken	$9.50	10	0.00%
10657	Gnocchi di nonna Alice	$38.00	45	0.00%
10657	Camembert Pierrot	$34.00	30	0.00%
10658	Sir Rodney's Scones	$10.00	60	0.00%
10658	Boston Crab Meat	$18.40	70	5.00%
10658	Camembert Pierrot	$34.00	55	5.00%
10658	Original Frankfurter grüne Soße	$13.00	70	5.00%
10659	Gorgonzola Telino	$12.50	20	5.00%
10659	Boston Crab Meat	$18.40	24	5.00%
10659	Outback Lager	$15.00	40	5.00%
10660	Sir Rodney's Marmalade	$81.00	21	0.00%
10661	Chartreuse verte	$18.00	3	20.00%
10661	Escargots de Bourgogne	$13.25	49	20.00%
10662	Scottish Longbreads	$12.50	10	0.00%
10663	Boston Crab Meat	$18.40	30	5.00%
10663	Singaporean Hokkien Fried Mee	$14.00	30	5.00%
10663	Manjimup Dried Apples	$53.00	20	5.00%
10664	Ikura	$31.00	24	15.00%
10664	Gnocchi di nonna Alice	$38.00	12	15.00%
10664	Louisiana Fiery Hot Pepper Sauce	$21.05	15	15.00%
10665	Manjimup Dried Apples	$53.00	20	0.00%
